Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Volumetric Efficiency 2.5L (Calculated) (%)
82279,-9.38,0.00,14.59,14.08,180,0.36,1462,0.00,27.50,2.45,100,0.00,6.53,-8.27,8.95,1.60,0.00,6.67,55.81
82598,-7.03,0.00,14.93,13.76,180,0.36,1440,0.00,27.00,2.46,100,0.00,6.67,-8.13,8.78,1.58,0.00,6.67,56.77
82917,-5.47,0.00,14.81,14.08,180,0.37,1430,0.00,27.50,2.48,100,0.00,6.67,-7.98,8.90,1.50,0.00,5.49,57.73
83237,-5.47,0.00,14.70,13.92,180,0.26,1438,0.00,25.50,2.15,100,0.00,5.66,-9.14,6.21,1.40,0.00,4.31,47.47
83556,-9.38,0.00,14.13,14.08,180,0.27,1432,0.00,25.50,2.12,100,0.00,5.51,-9.14,6.71,1.40,0.00,4.31,52.28
83875,-10.94,0.00,14.24,13.92,180,0.28,1410,0.00,25.50,2.12,100,0.00,5.51,-9.14,6.50,1.42,0.00,4.31,51.90
84192,-11.72,0.00,14.36,14.00,180,0.28,1397,0.00,25.00,2.07,100,0.00,5.51,-9.14,6.57,1.42,0.00,4.31,53.90
84512,-12.50,0.00,14.47,13.92,180,0.78,1392,0.00,29.00,3.38,100,0.00,9.00,-6.24,18.36,2.06,0.00,13.73,93.05
84830,-6.25,0.00,13.55,13.92,180,0.40,1454,0.00,30.00,2.77,100,0.50,9.58,-5.37,9.23,1.56,0.00,7.06,44.68
85150,-3.91,0.00,14.81,13.84,178,0.33,1444,0.00,27.00,2.46,100,0.00,7.11,-7.55,8.03,1.50,0.00,5.88,47.75
85469,-1.56,0.00,14.93,14.00,178,0.34,1449,0.00,27.00,2.51,100,0.00,6.67,-7.98,8.23,1.52,0.00,5.88,52.88
85787,-1.56,0.00,14.59,13.84,178,0.33,1465,0.00,27.50,2.50,100,0.00,6.53,-8.13,8.41,1.54,0.00,6.27,53.68
86106,-2.34,0.00,14.47,13.92,178,0.37,1468,0.00,27.50,2.47,100,0.00,6.53,-8.13,8.65,1.56,0.00,6.27,54.75
86424,-2.34,0.00,14.59,13.92,178,0.39,1467,0.00,28.00,2.50,100,0.00,7.11,-7.55,9.67,1.64,0.00,7.45,57.05
86743,0.00,0.00,14.93,14.00,178,0.49,1462,0.00,29.00,2.84,100,0.00,7.98,-6.67,12.00,1.76,0.00,9.41,65.99
87062,-2.34,0.00,14.24,13.76,178,0.58,1494,0.00,30.00,3.21,100,0.00,9.29,-5.51,14.82,1.90,0.00,11.37,65.96
87382,0.00,0.00,14.81,14.00,178,0.55,1556,0.00,31.00,3.35,100,0.00,9.87,-4.79,14.60,1.88,0.00,11.37,61.90
87700,7.03,0.00,15.50,13.92,178,0.55,1607,0.00,30.50,3.43,100,0.00,9.72,-5.08,14.72,1.90,0.00,11.37,58.17
88018,8.59,0.00,15.04,13.92,178,0.44,1610,0.00,30.50,3.13,100,0.00,8.42,-6.24,12.01,1.76,0.00,9.41,55.18
88336,8.59,0.00,14.59,14.00,178,0.38,1645,0.00,30.50,2.81,100,0.00,6.96,-7.69,10.08,1.66,0.00,8.24,52.73
88655,7.81,0.00,14.36,14.00,178,0.38,1665,0.00,30.00,2.80,99,0.00,6.67,-8.13,10.03,1.66,0.00,7.84,56.01
88974,7.03,0.00,14.47,14.00,178,0.37,1664,0.00,30.00,2.84,99,0.00,6.53,-8.13,10.35,1.68,0.00,7.84,58.50
89294,7.03,0.00,14.47,14.08,178,0.37,1682,0.00,31.00,2.87,99,0.00,6.53,-8.27,10.26,1.66,0.00,7.84,58.41
89612,6.25,0.00,14.47,14.08,176,0.37,1690,0.00,31.00,2.88,99,0.00,6.53,-8.27,10.17,1.66,0.00,7.84,57.06
89931,7.03,0.00,14.59,14.08,176,0.37,1687,0.00,31.00,2.88,99,0.00,6.53,-8.27,10.36,1.66,0.00,7.84,60.09
90250,7.03,0.00,14.59,14.08,176,0.37,1697,0.00,31.00,2.90,99,0.00,6.53,-8.27,10.32,1.66,0.00,8.24,57.71
90569,7.81,0.00,14.59,14.00,176,0.37,1716,0.00,31.50,2.93,99,0.00,6.38,-8.27,10.55,1.68,0.00,8.24,59.93
90888,9.38,0.00,14.70,14.00,176,0.36,1698,0.00,31.50,2.90,99,0.00,6.38,-8.27,10.33,1.66,0.00,7.84,58.55
91206,10.16,0.00,14.59,13.92,176,0.36,1716,0.00,31.00,2.93,99,0.00,6.38,-8.27,10.24,1.68,0.00,7.84,58.29
91525,10.16,0.00,14.70,13.84,176,0.43,1742,0.00,2.50,3.26,99,0.00,6.96,-7.84,12.65,1.80,0.00,9.41,65.80
91842,7.81,0.00,14.24,14.00,176,0.46,1737,0.00,33.00,3.28,99,0.00,7.55,-7.11,13.24,1.82,0.00,9.80,62.62
92162,11.72,0.00,15.16,13.92,176,0.47,1748,0.00,33.50,3.36,99,0.00,7.84,-6.82,13.72,1.86,0.00,10.20,63.25
92481,17.19,0.00,15.16,13.92,176,0.45,1781,0.00,34.00,3.04,99,0.00,7.69,-6.82,11.34,1.66,0.00,8.24,52.31
92800,16.41,0.00,14.47,14.00,176,0.43,1777,0.00,33.50,3.41,99,0.00,7.11,-7.69,13.29,1.84,0.00,10.20,61.09
93119,10.94,0.00,14.13,13.92,176,0.40,1836,0.00,33.50,3.13,99,0.00,6.67,-7.98,10.91,1.70,0.00,8.24,59.54
93437,2.34,0.00,13.09,13.92,176,0.38,1792,0.00,33.50,3.10,99,0.00,6.67,-7.98,11.28,1.72,0.00,8.63,58.92
93755,5.47,0.00,14.81,13.84,176,0.36,1822,0.00,33.50,3.09,99,0.00,6.53,-8.13,10.37,1.68,0.00,8.24,53.45
94073,5.47,0.00,14.59,13.84,176,0.35,1791,0.00,33.00,3.09,99,0.00,6.24,-8.42,10.42,1.68,0.00,7.84,58.68
94393,4.69,0.00,14.36,13.84,174,0.36,1795,0.00,32.50,3.06,99,0.00,6.24,-8.56,10.46,1.68,0.00,8.24,55.58
94712,6.25,0.00,14.70,13.92,174,0.37,1810,0.00,34.00,3.09,99,0.00,6.53,-8.13,11.61,1.78,0.00,9.02,59.06
95030,9.38,0.00,14.93,13.84,174,0.40,1777,0.00,4.50,4.55,99,0.00,7.84,-7.40,17.99,2.16,0.00,15.29,70.06
95349,-9.38,0.00,12.75,13.92,174,0.52,1858,0.00,34.50,3.19,99,0.00,7.98,-6.82,14.72,1.86,0.00,10.59,66.02
95668,-14.06,0.00,13.44,13.92,174,0.44,1852,0.00,35.50,3.21,99,0.00,7.84,-6.96,13.72,1.84,0.00,10.20,59.19
95986,0.00,0.00,16.08,14.00,174,0.45,1843,0.00,35.50,3.54,97,0.00,7.84,-6.96,13.89,1.86,0.00,10.20,59.70
96304,7.03,0.00,15.50,13.92,174,0.46,1853,0.00,35.00,3.50,97,0.00,7.69,-6.96,13.90,1.86,0.00,10.20,59.69
96623,10.16,0.00,15.04,14.08,174,0.45,1892,0.00,36.00,3.60,97,0.00,7.84,-6.96,14.18,1.88,0.00,10.59,62.23
96943,14.06,0.00,15.04,14.00,174,0.43,1911,0.00,36.50,3.67,97,0.00,7.69,-7.11,13.75,1.86,0.00,10.20,57.94
97261,15.62,0.00,14.70,14.00,174,0.42,1910,0.00,37.00,3.61,97,0.00,7.55,-7.11,14.02,1.86,0.00,10.20,61.72
97580,14.84,0.00,14.47,13.84,174,0.37,1932,0.00,36.00,3.66,97,0.00,6.96,-7.69,12.03,1.76,0.00,9.02,54.93
97899,12.50,0.00,14.24,13.92,174,0.39,1910,0.00,36.00,3.29,97,0.00,6.96,-7.84,12.52,1.80,0.00,9.41,59.03
98218,12.50,0.00,14.47,13.84,174,0.39,1940,0.00,36.50,3.73,97,0.00,6.96,-7.84,12.57,1.80,0.00,9.41,58.13
98536,13.28,0.00,14.59,13.92,174,0.34,1963,0.00,36.00,3.33,97,0.00,6.67,-7.98,10.53,1.68,0.00,8.24,50.42
98856,7.03,0.00,13.90,13.92,174,0.38,1935,0.00,14.50,3.77,97,0.00,6.67,-7.98,12.78,1.92,0.00,10.59,57.98
99175,-6.25,0.00,12.63,13.92,174,0.58,2022,0.00,40.00,4.26,97,0.00,9.58,-5.22,19.98,2.08,0.00,14.51,65.91
99493,8.59,0.00,15.85,13.84,174,0.65,2057,0.00,40.50,4.83,97,0.00,10.01,-4.64,22.54,2.12,0.00,15.69,68.99
99812,8.59,0.00,14.81,13.76,174,0.48,2064,0.00,40.50,3.96,97,0.00,8.71,-5.95,16.68,1.82,0.00,10.98,57.97
111048,-9.38,0.00,13.67,14.00,174,0.50,1226,0.00,29.00,2.41,97,0.00,9.29,-5.37,9.68,1.64,0.00,8.24,53.52
111367,-7.81,0.00,14.47,14.00,174,0.47,1231,0.00,28.00,2.36,97,0.00,9.00,-5.66,9.79,1.70,0.00,8.63,54.06
111685,0.78,0.00,15.85,13.92,174,0.53,1278,0.00,29.50,2.73,97,0.00,9.58,-5.08,11.33,1.72,0.00,9.41,58.03
112003,7.03,0.00,15.73,14.08,174,0.53,1309,0.00,29.50,2.77,97,0.00,9.58,-5.08,10.97,1.72,0.00,9.41,57.99
112322,7.81,0.00,15.16,13.92,174,0.51,1270,0.00,29.00,2.71,97,0.00,9.43,-5.22,11.11,1.70,0.00,9.02,55.85
112641,10.94,0.00,15.04,14.08,174,0.46,1279,0.00,28.00,2.46,97,0.00,8.71,-5.80,9.83,1.64,0.00,8.24,54.44
112959,12.50,0.00,14.93,14.00,174,0.41,1305,0.00,27.50,2.46,97,0.00,8.13,-6.38,8.78,1.52,0.00,6.27,50.51
113278,12.50,0.00,14.70,14.00,174,0.38,1315,0.00,26.50,2.24,97,0.00,7.40,-7.25,8.35,1.50,0.00,6.27,53.64
113597,11.72,0.00,14.47,14.00,174,0.39,1328,0.00,26.50,2.23,97,0.00,7.25,-7.40,8.54,1.54,0.00,6.27,55.38
113916,11.72,0.00,14.47,14.08,174,0.40,1327,0.00,26.50,2.26,97,0.00,7.11,-7.55,8.72,1.54,0.00,6.27,57.01
114234,11.72,0.00,14.47,14.00,174,0.39,1317,0.00,27.00,2.21,97,0.00,7.25,-7.55,8.68,1.54,0.00,6.27,57.76
114553,11.72,0.00,14.47,14.00,174,0.41,1332,0.00,27.00,2.27,97,0.00,7.25,-7.40,9.10,1.56,0.00,6.67,59.09
114872,12.50,0.00,14.59,13.84,174,0.42,1328,0.00,27.00,2.51,97,0.00,7.40,-7.25,9.45,1.62,0.00,7.45,59.91
115190,14.06,0.00,14.70,13.92,174,0.46,1323,0.00,28.00,2.54,97,0.00,7.98,-6.82,10.13,1.66,0.00,7.84,59.98
115509,17.19,0.00,15.04,13.92,174,0.52,1337,0.00,29.00,2.80,97,0.00,8.71,-6.09,11.59,1.72,0.00,9.02,63.31
115827,18.75,0.00,14.93,13.92,174,0.50,1330,0.00,29.00,2.84,97,0.00,8.85,-5.80,11.33,1.72,0.00,8.63,59.72
116147,19.53,0.00,14.70,13.84,174,0.48,1318,0.00,29.00,2.81,97,0.00,9.00,-5.80,11.15,1.70,0.00,8.63,57.13
116465,19.53,0.00,14.59,14.08,174,0.54,1360,0.00,29.50,2.94,97,0.00,9.14,-5.51,11.93,1.74,0.00,9.41,62.85
116783,19.53,0.00,14.47,14.00,174,0.55,1364,0.00,29.50,3.20,97,0.00,9.43,-5.37,12.99,1.78,0.00,10.20,62.24
117103,17.97,0.00,14.36,14.00,174,0.53,1392,0.00,29.50,3.21,97,0.00,9.43,-5.22,12.20,1.72,0.00,9.41,58.16
117421,14.06,0.00,14.01,14.00,174,0.48,1418,0.00,29.00,3.04,97,0.00,8.85,-5.80,11.07,1.70,0.00,9.02,57.11
117740,10.94,0.00,14.01,14.00,174,0.48,1418,0.00,29.00,3.00,97,0.00,8.71,-5.95,11.34,1.70,0.00,9.02,54.93
118058,8.59,0.00,14.13,14.00,174,0.43,1406,0.00,28.50,2.74,97,0.00,8.13,-6.53,10.14,1.64,0.00,7.84,53.92
118377,6.25,0.00,14.01,14.00,176,0.42,1408,0.00,28.50,2.70,95,0.00,7.84,-6.82,10.06,1.64,0.00,7.84,55.45
118696,3.91,0.00,14.24,13.92,176,0.43,1431,0.00,28.50,2.75,95,0.00,7.84,-6.82,10.11,1.66,0.00,7.84,55.59
119015,2.34,0.00,14.24,13.92,176,0.44,1417,0.00,28.50,2.72,95,0.00,7.84,-6.82,10.33,1.66,0.00,8.24,58.81
119333,2.34,0.00,14.36,13.84,176,0.48,1438,0.00,29.00,2.76,95,0.00,8.42,-6.24,11.57,1.72,0.00,8.63,59.37
119653,2.34,0.00,14.70,14.00,176,0.47,1436,0.00,29.00,2.78,95,0.00,8.42,-6.24,11.33,1.70,0.00,8.63,56.39
119971,2.34,0.00,14.47,13.84,176,0.47,1430,0.00,29.00,2.75,95,0.00,8.42,-6.24,11.33,1.72,0.00,8.63,58.21
120290,3.12,0.00,14.59,13.84,176,0.48,1463,0.00,29.00,2.81,95,0.00,8.42,-6.38,11.25,1.72,0.00,8.63,56.69
120608,2.34,0.00,14.47,13.84,176,0.47,1457,0.00,29.00,2.82,95,0.00,8.27,-6.38,11.48,1.72,0.00,8.63,58.19
120927,2.34,0.00,14.59,13.92,176,0.43,1468,0.00,29.00,2.82,95,0.00,7.98,-6.67,10.75,1.68,0.00,8.24,57.58
121245,0.78,0.00,14.47,13.84,176,0.42,1466,0.00,29.00,2.81,95,0.00,7.69,-6.96,10.37,1.66,0.00,7.84,55.73
121565,0.00,0.00,14.47,13.92,176,0.42,1477,0.00,28.50,2.83,95,0.00,7.55,-7.11,10.38,1.64,0.00,7.84,55.42
121883,0.00,0.00,14.47,13.92,176,0.39,1495,0.00,28.50,2.52,95,0.00,7.25,-7.40,9.80,1.62,0.00,7.45,56.18
122202,-2.34,0.00,14.24,13.92,176,0.41,1495,0.00,28.50,2.55,95,0.00,7.11,-7.55,9.91,1.60,0.00,7.45,57.58
122520,-3.12,0.00,14.36,13.92,176,0.40,1485,0.00,28.50,2.53,95,0.00,7.11,-7.55,9.91,1.62,0.00,7.45,57.69
122840,-3.91,0.00,14.47,14.00,176,0.39,1484,0.00,29.00,2.53,95,0.00,7.11,-7.69,9.70,1.62,0.00,7.06,55.74
123157,-3.91,0.00,14.59,13.92,176,0.39,1457,0.00,28.50,2.52,95,0.00,6.96,-7.69,9.82,1.62,0.00,7.45,61.66
123476,-3.91,0.00,14.59,14.00,176,0.40,1468,0.00,28.50,2.50,95,0.00,7.11,-7.69,9.85,1.62,0.00,7.06,57.61
123795,-3.91,0.00,14.59,14.00,176,0.40,1455,0.00,28.50,2.48,95,0.00,7.11,-7.55,9.88,1.64,0.00,7.45,58.72
124113,-2.34,0.00,14.70,13.92,176,0.45,1488,0.00,29.00,2.82,95,0.00,7.55,-7.25,10.81,1.70,0.00,8.24,57.98
124432,0.78,0.00,15.04,13.92,176,0.50,1488,0.00,29.50,2.86,95,0.00,8.27,-6.53,12.23,1.76,0.00,9.02,61.08
124751,3.12,0.00,15.04,14.00,176,0.54,1474,0.00,29.50,3.19,95,0.00,8.85,-5.80,12.94,1.78,0.00,9.80,64.45
125070,3.91,0.00,14.81,13.92,176,0.50,1485,0.00,29.50,3.21,95,0.00,8.85,-5.80,12.65,1.80,0.00,9.80,60.90
125387,4.69,0.00,14.59,13.84,176,0.51,1477,0.00,29.50,3.15,95,0.00,8.85,-5.95,12.70,1.78,0.00,9.80,59.48
125707,4.69,0.00,14.59,13.92,176,0.47,1502,0.00,29.50,2.88,95,0.00,8.42,-6.24,11.82,1.74,0.00,9.02,57.59
126026,3.12,0.00,14.36,13.84,176,0.45,1526,0.00,29.50,2.93,95,0.00,8.13,-6.53,11.38,1.72,0.00,8.63,57.50
126344,3.91,0.00,14.59,13.76,176,0.47,1506,0.00,29.50,2.93,95,0.00,7.98,-6.67,11.57,1.72,0.00,8.63,60.30
126661,3.91,0.00,14.59,13.76,176,0.47,1510,0.00,29.50,2.95,95,0.00,7.98,-6.67,11.62,1.72,0.00,8.63,59.79
126981,3.12,0.00,14.47,13.92,176,0.45,1524,0.00,29.50,2.95,95,0.00,7.98,-6.67,11.53,1.72,0.00,8.63,58.93
127300,2.34,0.00,14.47,14.00,176,0.45,1528,0.00,29.50,2.93,95,0.00,7.84,-6.82,11.34,1.70,0.00,8.63,58.85
127617,1.56,0.00,14.47,13.92,176,0.45,1554,0.00,29.50,2.98,95,0.00,7.84,-6.96,11.16,1.66,0.00,8.24,57.39
127937,0.78,0.00,14.36,13.92,176,0.35,1528,0.00,28.50,2.61,95,0.00,6.67,-7.84,8.62,1.52,0.00,5.88,51.03
128254,-4.69,0.00,13.90,13.92,176,0.34,1526,0.00,28.00,2.57,95,0.00,6.24,-8.42,8.65,1.54,0.00,5.88,56.62
128573,-10.16,0.00,13.67,13.84,176,0.30,1518,0.00,27.00,2.24,95,0.00,5.80,-8.85,7.42,1.46,0.00,5.10,52.11
128892,-17.19,0.00,13.55,13.84,176,0.26,1502,0.00,26.00,2.24,95,0.00,5.37,-9.43,6.41,1.40,0.00,4.31,49.75
129210,-21.88,0.00,13.67,14.00,176,0.27,1475,0.00,25.50,2.20,95,0.00,5.22,-9.43,6.60,1.42,0.00,4.31,52.99
129530,-23.44,0.00,14.13,14.08,176,0.28,1449,0.00,26.00,2.18,95,0.00,5.22,-9.43,6.74,1.42,0.00,4.31,54.92
129849,-25.00,0.00,14.36,14.00,176,0.39,1386,0.00,27.00,2.36,95,0.00,6.38,-8.27,9.58,1.62,0.00,7.45,64.61
130168,-21.88,0.00,14.36,13.92,176,0.39,1459,0.00,28.00,2.49,95,0.00,7.11,-7.55,9.61,1.64,0.00,7.84,56.20
130485,-11.72,0.00,15.96,13.84,176,0.42,1396,0.00,28.50,2.42,95,0.00,7.69,-7.11,10.22,1.66,0.00,8.24,56.96
130805,-3.12,0.00,16.08,14.00,176,0.47,1448,0.00,29.00,2.70,95,0.00,8.13,-6.67,11.43,1.72,0.00,8.63,59.56
131124,5.47,0.00,15.96,14.00,176,0.50,1432,0.00,29.00,2.78,95,0.00,8.71,-6.09,11.62,1.74,0.00,9.02,62.05
131442,9.38,0.00,15.50,14.00,176,0.48,1434,0.00,29.00,3.06,95,0.00,8.71,-5.95,11.54,1.72,0.00,9.02,57.93
131761,11.72,0.00,15.04,13.84,176,0.48,1458,0.00,29.00,2.80,95,0.00,8.71,-5.95,11.48,1.72,0.00,9.02,56.25
132080,13.28,0.00,14.93,13.92,176,0.44,1442,0.00,29.50,2.79,95,0.00,8.56,-6.09,11.53,1.72,0.00,9.02,58.14
132399,14.84,0.00,14.70,13.92,176,0.46,1443,0.00,29.00,2.77,95,0.00,8.56,-6.24,11.40,1.70,0.00,9.02,55.44
132717,15.62,0.00,14.70,13.92,176,0.46,1487,0.00,29.00,2.81,95,0.00,8.42,-6.24,11.41,1.72,0.00,8.63,54.22
133036,16.41,0.00,14.70,13.76,176,0.50,1496,0.00,29.50,2.83,95,0.00,8.42,-6.24,11.58,1.72,0.00,9.02,58.19
133355,17.19,0.00,14.59,13.84,176,0.48,1482,0.00,29.00,2.84,95,0.00,8.27,-6.38,11.63,1.74,0.00,9.02,58.14
133674,17.97,0.00,14.59,13.76,176,0.47,1510,0.00,29.50,2.90,95,0.00,8.27,-6.38,11.68,1.72,0.00,9.02,58.51
133993,17.97,0.00,14.47,13.84,176,0.49,1519,0.00,29.50,2.92,95,0.00,8.27,-6.38,12.03,1.74,0.00,9.02,58.60
134312,16.41,0.00,14.36,13.84,176,0.45,1525,0.00,29.50,2.93,95,0.00,8.13,-6.53,10.92,1.68,0.00,8.63,54.20
134631,14.84,0.00,14.36,13.84,176,0.45,1544,0.00,29.50,2.93,95,0.00,7.84,-6.82,11.39,1.72,0.00,8.63,58.75
134949,14.06,0.00,14.36,13.92,176,0.46,1534,0.00,29.50,2.90,95,0.00,7.84,-6.82,11.07,1.70,0.00,8.63,54.45
135268,12.50,0.00,14.24,13.92,176,0.44,1512,0.00,29.50,2.90,95,0.00,7.69,-6.96,11.21,1.70,0.00,8.63,58.59
135587,10.16,0.00,14.24,13.84,176,0.44,1527,0.00,29.50,2.93,95,0.00,7.69,-6.96,11.25,1.68,0.00,8.24,59.09
135906,7.81,0.00,14.24,13.92,176,0.40,1528,0.00,29.50,2.96,95,0.00,7.40,-7.25,10.20,1.64,0.00,7.84,56.25
136224,5.47,0.00,14.13,14.00,176,0.40,1549,0.00,29.50,2.64,95,0.00,7.11,-7.55,10.14,1.64,0.00,7.84,59.05
136542,3.12,0.00,14.24,14.00,176,0.29,1542,0.00,28.00,2.63,95,0.00,6.09,-8.56,8.20,1.52,0.00,6.27,50.21
136862,-9.38,0.00,13.09,13.92,176,0.30,1527,0.00,27.00,2.28,95,0.00,5.80,-9.00,8.02,1.50,0.00,5.88,54.53
137180,-16.41,0.00,13.09,13.92,176,0.35,1511,0.00,27.50,2.24,95,0.00,5.95,-8.71,9.16,1.54,0.00,6.27,61.76
137499,-14.84,0.00,14.01,13.92,176,0.38,1508,0.00,28.00,2.57,95,0.00,6.53,-8.27,8.80,1.50,0.00,5.49,57.12
137818,-25.00,0.00,12.86,14.00,176,0.33,1476,0.00,27.00,2.20,95,0.00,5.95,-8.71,8.16,1.50,0.00,5.49,56.54
138136,-15.62,0.00,14.36,14.00,176,0.37,1460,0.00,28.00,2.52,95,0.00,6.53,-8.27,9.24,1.58,0.00,6.67,60.76
138455,-10.16,0.00,15.16,13.92,176,0.38,1462,0.00,13.00,2.49,95,0.00,6.67,-7.98,9.16,1.56,0.00,6.67,58.17
138774,-8.59,0.00,14.93,14.00,176,0.38,1456,0.00,28.00,2.43,95,0.00,6.67,-7.98,9.18,1.56,0.00,6.67,58.13
139094,-6.25,0.00,14.81,14.00,176,0.40,1446,0.00,28.00,2.47,95,0.00,6.82,-7.84,9.30,1.58,0.00,6.67,58.88
139411,-3.91,0.00,14.93,13.84,176,0.50,1437,0.00,29.00,2.76,95,0.00,7.98,-6.82,12.49,1.78,0.00,9.41,67.67
139729,-3.91,0.00,14.47,13.92,176,0.51,1441,0.00,29.50,2.77,95,0.00,8.85,-5.80,12.56,1.76,0.00,9.41,60.08
140049,6.25,0.00,16.08,13.84,176,0.50,1426,0.00,29.50,2.76,95,0.00,8.85,-5.80,12.30,1.74,0.00,9.41,57.95
140368,12.50,0.00,15.62,13.84,176,0.50,1446,0.00,29.50,2.78,95,0.00,8.85,-5.80,12.39,1.76,0.00,9.41,58.29
140685,16.41,0.00,15.27,13.92,176,0.50,1487,0.00,29.50,3.12,95,0.00,8.85,-5.80,12.36,1.76,0.00,9.41,58.46
141004,17.97,0.00,14.93,13.92,176,0.51,1501,0.00,29.50,2.88,95,0.00,8.71,-5.95,11.96,1.74,0.00,9.02,57.88
141323,17.97,0.00,14.70,13.92,176,0.46,1504,0.00,29.00,2.89,95,0.00,8.27,-6.38,10.36,1.66,0.00,8.24,53.42
141642,18.75,0.00,14.59,13.84,176,0.38,1514,0.00,29.00,2.58,95,0.00,7.25,-7.25,9.42,1.58,0.00,7.06,51.78
141961,17.19,0.00,14.36,13.84,176,0.39,1533,0.00,28.50,2.62,95,0.00,6.96,-7.69,9.60,1.62,0.00,7.45,55.64
142279,14.84,0.00,14.24,14.00,176,0.41,1518,0.00,28.50,2.59,95,0.00,7.11,-7.69,10.01,1.64,0.00,7.45,57.98
142597,0.00,0.00,14.13,13.92,176,0.21,1500,0.00,23.50,1.28,95,0.00,5.80,-8.85,4.79,1.30,0.00,3.53,33.85
142916,0.00,1.56,14.24,13.92,176,0.22,1494,0.00,19.50,1.27,95,0.00,4.93,-9.72,5.47,1.34,0.00,3.53,45.16
143235,0.00,0.00,14.13,14.08,176,0.24,1453,0.00,18.50,1.25,95,0.00,4.93,-9.72,5.78,1.36,0.00,3.53,49.49
143553,0.00,0.00,14.81,14.00,178,0.24,1422,0.00,18.00,1.21,95,0.00,5.08,-9.58,5.78,1.36,0.00,3.53,49.24
143871,0.00,0.00,18.49,14.00,178,0.25,1342,0.00,18.00,1.14,95,0.00,5.37,-9.43,5.62,1.34,0.00,3.53,48.61
144191,0.00,0.78,20.33,13.84,178,0.28,978,0.00,23.00,0.83,95,0.00,5.51,-9.14,4.84,1.28,0.00,2.75,51.86
144509,0.00,1.56,20.33,13.92,178,0.37,750,0.00,23.00,1.28,95,0.00,6.53,-8.13,4.16,1.26,0.00,2.75,57.53
144828,0.00,2.34,20.33,14.00,178,0.26,873,0.00,16.00,1.30,95,0.00,6.96,-7.84,3.60,1.24,0.00,2.75,36.33
145147,0.00,3.12,19.18,13.92,178,0.28,820,0.00,19.00,1.22,95,0.00,6.82,-7.84,3.83,1.26,0.00,2.75,41.68
145466,0.00,3.91,16.77,14.00,178,0.27,805,0.00,19.00,1.20,95,0.00,6.96,-7.69,3.79,1.22,0.00,2.75,41.01
145785,0.00,3.91,16.19,14.00,178,0.30,789,0.00,20.50,1.18,95,0.00,7.11,-7.55,3.87,1.24,0.00,2.75,43.16
146103,0.00,4.69,16.08,13.92,178,0.29,805,0.00,19.50,1.20,95,0.00,7.11,-7.55,3.64,1.22,0.00,2.75,39.77
146422,0.00,4.69,16.19,14.00,178,0.28,780,0.00,19.50,1.17,95,0.00,7.25,-7.55,3.62,1.22,0.00,2.75,39.15
146741,0.00,7.03,16.31,14.00,178,0.27,776,0.00,19.00,1.16,95,0.00,7.25,-7.40,3.48,1.24,0.00,2.75,38.73
147060,0.00,7.03,16.31,14.00,178,0.27,768,0.00,20.00,1.15,95,0.00,7.40,-7.40,3.43,1.22,0.00,2.75,38.89
147379,0.00,7.03,16.31,14.00,178,0.29,764,0.00,19.00,1.14,95,0.00,7.40,-7.25,3.46,1.22,0.00,2.75,37.82
147698,0.00,7.03,16.31,14.00,178,0.29,742,0.00,21.00,1.27,95,0.00,7.55,-7.25,3.41,1.22,0.00,2.75,38.10
148017,0.00,7.03,16.31,13.92,178,0.29,740,0.00,19.50,1.28,95,0.00,7.55,-7.11,3.37,1.22,0.00,2.75,38.06
148334,0.00,7.03,16.42,13.92,178,0.29,754,0.00,17.00,1.14,95,0.00,7.55,-7.11,3.46,1.22,0.00,2.75,38.79
148653,0.00,7.03,16.31,13.92,176,0.34,745,0.00,20.00,1.27,95,0.00,7.69,-7.11,5.02,1.42,0.00,5.49,45.77
148972,3.91,6.25,15.62,13.84,176,0.90,1066,0.00,2.00,3.18,95,2.50,12.48,-2.18,15.53,1.92,0.00,15.29,72.12
149291,-6.25,5.47,12.52,13.92,176,0.45,1091,0.00,29.00,2.09,95,0.50,10.45,-4.06,8.29,1.54,0.00,7.84,44.67
149610,-5.47,4.69,13.78,14.00,176,0.50,1232,0.00,16.00,2.58,95,0.00,9.87,-4.93,11.01,1.76,0.00,10.20,57.69
149928,-10.94,3.91,13.67,13.84,176,0.57,1344,0.00,30.00,2.87,95,0.50,10.59,-4.06,12.54,1.76,0.00,10.59,54.47
150247,-3.12,3.12,15.04,14.00,176,0.57,1457,0.00,31.00,3.11,95,0.50,10.45,-4.21,14.21,1.88,0.00,11.76,56.43
150566,0.00,2.34,15.16,14.00,176,0.50,1590,0.00,30.00,3.39,95,0.00,9.72,-4.79,13.51,1.88,0.00,12.16,54.08
150885,3.12,2.34,15.04,13.92,176,0.51,1724,0.00,32.50,3.64,95,0.00,9.14,-5.51,15.03,1.88,0.00,11.37,57.69
