Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),IAM* (raw ecu value),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%)
47777,16.41,0.00,16.08,13.76,174,0.29,720,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.28,0.00,0.00
48034,17.19,0.00,15.62,13.84,174,0.29,729,0.00,0.00,33.33,8,10.00,1.71,102,5.66,-9.00,1.26,0.00,0.00
48290,16.41,0.00,15.85,13.76,174,0.30,723,0.00,0.00,33.33,8,11.00,1.70,102,5.66,-9.00,1.28,0.00,0.00
48548,16.41,0.00,15.85,13.84,174,0.30,710,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
48804,16.41,0.00,15.73,13.76,174,0.29,726,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
49060,16.41,0.00,16.08,13.76,174,0.29,736,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.26,0.00,0.00
49318,17.19,0.00,15.50,13.76,174,0.29,712,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
49574,16.41,0.00,16.08,13.84,174,0.29,716,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
49832,15.62,0.00,16.88,13.76,174,0.29,720,0.00,0.00,33.33,8,11.00,1.70,102,5.66,-9.00,1.26,0.00,0.00
50089,16.41,0.00,16.08,13.76,174,0.29,724,0.00,0.00,33.33,8,13.50,1.64,102,5.66,-9.00,1.26,0.00,0.00
50346,17.19,0.00,15.96,13.76,174,0.30,702,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
50602,16.41,0.00,15.39,13.76,174,0.29,723,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.28,0.00,0.00
50859,16.41,0.00,15.39,13.76,174,0.28,729,0.00,0.00,33.33,8,8.00,1.76,102,5.66,-9.00,1.28,0.00,0.00
51117,17.19,0.00,16.31,13.76,174,0.29,720,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
51373,16.41,0.00,16.19,13.84,174,0.29,720,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
51631,16.41,0.00,15.73,13.76,174,0.30,682,0.00,0.00,33.33,8,15.50,1.60,102,5.66,-9.00,1.26,0.00,0.00
51888,16.41,0.00,15.96,13.84,174,0.29,710,0.00,0.00,33.33,8,12.50,1.67,102,5.66,-9.00,1.26,0.00,0.00
52145,16.41,0.00,15.73,13.76,174,0.28,722,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.24,0.00,0.00
52401,16.41,0.00,15.85,13.76,174,0.29,726,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
52659,17.19,0.00,15.96,13.76,174,0.29,711,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
52916,16.41,0.00,16.08,13.84,174,0.29,727,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
53172,15.62,0.00,16.08,13.76,174,0.28,728,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
53429,16.41,0.00,15.50,13.76,174,0.28,732,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
53686,16.41,0.00,16.31,13.76,174,0.28,710,0.00,0.00,33.33,8,11.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
53944,16.41,0.00,15.96,13.76,174,0.29,717,0.00,0.00,33.33,8,11.50,1.69,102,5.51,-9.14,1.26,0.00,0.00
54200,15.62,0.00,15.96,13.68,174,0.29,721,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.28,0.00,0.00
54457,16.41,0.00,15.73,13.76,174,0.29,716,0.00,0.00,33.33,8,12.00,1.68,102,5.66,-9.00,1.26,0.00,0.00
54714,17.19,0.00,16.31,13.84,174,0.29,725,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
54972,16.41,0.00,16.08,13.76,174,0.28,733,0.00,0.00,33.33,8,10.50,1.72,102,5.51,-9.14,1.28,0.00,0.00
55229,16.41,0.00,15.62,13.84,174,0.29,713,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
55485,16.41,0.00,15.73,13.76,174,0.30,696,0.00,0.00,33.33,8,14.00,1.63,102,5.66,-9.00,1.24,0.00,0.00
55743,17.19,0.00,16.31,13.68,174,0.30,708,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.26,0.00,0.00
56000,16.41,0.00,16.54,13.76,174,0.29,724,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
56256,16.41,0.00,15.96,13.76,174,0.30,702,0.00,0.00,33.33,8,9.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
56513,14.84,0.00,16.31,13.76,174,0.29,722,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
56770,16.41,0.00,15.73,13.68,176,0.30,704,0.00,0.00,33.33,8,13.50,1.63,102,5.66,-9.00,1.26,0.00,0.00
57026,16.41,0.00,16.31,13.68,176,0.30,705,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
57284,15.62,0.00,15.85,13.76,176,0.30,696,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
57540,15.62,0.00,15.39,13.76,176,0.28,712,0.00,0.00,33.33,8,8.50,1.74,102,5.66,-9.00,1.24,0.00,0.00
57797,16.41,0.00,16.65,13.76,176,0.30,702,0.00,0.00,33.33,8,12.50,1.65,102,5.66,-9.00,1.26,0.00,0.00
58054,17.19,0.00,16.31,13.76,176,0.30,711,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
58312,17.19,0.00,15.85,13.84,176,0.30,712,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
58568,16.41,0.00,15.62,13.76,176,0.30,709,0.00,0.00,33.33,8,11.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
58825,16.41,0.00,15.50,13.76,176,0.29,734,0.00,0.00,33.33,8,9.50,1.72,102,5.66,-9.00,1.26,0.00,0.00
59082,16.41,0.00,16.08,13.84,176,0.29,714,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.28,0.00,0.00
59339,15.62,0.00,15.96,13.76,176,0.29,722,0.00,0.00,33.33,8,10.50,1.70,102,5.51,-9.14,1.26,0.00,0.00
59596,16.41,0.00,16.31,13.76,176,0.30,710,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.26,0.00,0.00
59853,17.19,0.00,15.96,13.76,176,0.30,698,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.26,0.00,0.00
60110,14.84,0.00,15.62,13.68,176,0.29,713,0.00,0.00,33.33,8,9.00,1.73,102,5.66,-9.00,1.26,0.00,0.00
60368,15.62,0.00,16.19,13.76,176,0.29,721,0.00,0.00,33.33,8,9.50,1.71,102,5.66,-9.00,1.28,0.00,0.00
60624,15.62,0.00,15.96,13.76,176,0.31,735,0.00,0.00,33.33,8,11.50,1.67,102,5.80,-8.85,1.28,0.00,0.00
60881,16.41,0.00,15.96,13.76,176,0.29,714,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.26,0.00,0.00
61138,16.41,0.00,16.08,13.68,176,0.30,690,0.00,0.00,33.33,8,14.00,1.62,102,5.66,-9.00,1.26,0.00,0.00
61395,15.62,0.00,16.31,13.76,176,0.30,718,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
61651,15.62,0.00,15.39,13.76,176,0.30,705,0.00,0.00,33.33,8,12.50,1.65,102,5.66,-9.00,1.26,0.00,0.00
61908,14.06,0.00,16.19,13.84,176,0.29,729,0.00,0.00,33.33,8,10.00,1.71,102,5.66,-9.00,1.28,0.00,0.00
62165,16.41,0.00,16.19,13.76,176,0.30,714,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
62422,16.41,0.00,15.50,13.76,176,0.30,730,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
62679,16.41,0.00,15.39,13.76,176,0.30,724,0.00,0.00,33.33,8,11.50,1.67,102,5.80,-8.85,1.26,0.00,0.00
62935,16.41,0.00,15.73,13.76,176,0.30,704,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
63192,16.41,0.00,16.08,13.76,176,0.31,700,0.00,0.00,33.33,8,13.00,1.64,102,5.66,-9.00,1.28,0.00,0.00
63449,14.84,0.00,15.62,13.76,176,0.30,714,0.00,0.00,33.33,8,9.50,1.72,102,5.80,-8.85,1.26,0.00,0.00
63706,16.41,0.00,15.50,13.68,176,0.29,726,0.00,0.00,33.33,8,9.50,1.73,102,5.80,-8.85,1.28,0.00,0.00
63962,16.41,0.00,15.50,13.84,176,0.30,718,0.00,0.00,33.33,8,11.50,1.68,102,5.80,-8.85,1.28,0.00,0.00
64219,14.84,0.00,15.50,13.76,176,0.29,725,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
64475,15.62,0.00,15.39,13.76,176,0.29,734,0.00,0.00,33.33,8,10.50,1.72,102,5.66,-9.00,1.26,0.00,0.00
64732,16.41,0.00,15.96,13.76,176,0.30,694,0.00,0.00,33.33,8,14.50,1.63,102,5.66,-9.00,1.26,0.00,0.00
64990,15.62,0.00,15.96,13.76,176,0.30,707,0.00,0.00,33.33,8,13.00,1.66,102,5.66,-9.00,1.26,0.00,0.00
65246,15.62,0.00,15.73,13.76,176,0.30,718,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
65503,16.41,0.00,15.96,13.84,176,0.29,733,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.28,0.00,0.00
65760,16.41,0.00,15.50,13.76,176,0.29,708,0.00,0.00,33.33,8,13.00,1.65,102,5.66,-9.00,1.26,0.00,0.00
66017,16.41,0.00,15.96,13.76,176,0.30,712,0.00,0.00,33.33,8,12.00,1.66,102,5.66,-9.00,1.26,0.00,0.00
66274,15.62,0.00,16.31,13.68,176,0.30,699,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.26,0.00,0.00
66530,16.41,0.00,15.85,13.76,176,0.30,705,0.00,0.00,33.33,8,13.50,1.63,102,5.66,-9.00,1.28,0.00,0.00
66787,16.41,0.00,15.85,13.76,176,0.29,708,0.00,0.00,33.33,8,9.50,1.72,102,5.66,-9.00,1.26,0.00,0.00
67044,16.41,0.00,15.50,13.76,176,0.30,704,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.28,0.00,0.00
67301,17.19,0.00,16.08,13.76,176,0.31,712,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.30,0.00,0.00
67557,16.41,0.00,15.62,13.84,176,0.30,722,0.00,0.00,33.33,8,10.50,1.69,102,5.80,-8.85,1.28,0.00,0.00
67814,16.41,0.00,16.19,13.68,176,0.30,710,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.26,0.00,0.00
68071,17.19,0.00,16.31,13.68,176,0.30,706,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
68329,17.19,0.00,15.27,13.76,176,0.30,706,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
68585,15.62,0.00,15.16,13.76,176,0.30,715,0.00,0.00,33.33,8,11.50,1.67,102,5.80,-8.85,1.28,0.00,0.00
68841,14.84,0.00,15.62,13.68,176,0.31,694,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.26,0.00,0.00
69098,16.41,0.00,15.85,13.68,176,0.31,709,0.00,0.00,33.33,8,12.00,1.81,102,5.80,-8.85,1.28,0.00,0.00
69355,16.41,0.00,15.73,13.76,176,0.30,725,0.00,0.00,33.33,8,10.00,1.86,102,5.80,-8.85,1.28,0.00,0.00
69611,16.41,0.00,15.96,13.76,176,0.30,718,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
69868,16.41,0.00,15.50,13.68,176,0.31,736,0.00,0.00,33.33,8,10.50,1.70,102,5.80,-8.85,1.30,0.00,0.00
70124,16.41,0.00,15.73,13.68,176,0.29,698,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
70382,15.62,0.00,15.96,13.76,176,0.29,738,0.00,0.00,33.33,8,9.50,1.73,102,5.66,-9.00,1.26,0.00,0.00
70639,16.41,0.00,15.62,13.76,176,0.29,716,0.00,0.00,33.33,8,12.00,1.68,102,5.66,-9.00,1.28,0.00,0.00
70895,15.62,0.00,15.96,13.76,176,0.30,726,0.00,0.00,33.33,8,10.50,1.70,102,5.66,-9.00,1.28,0.00,0.00
71154,16.41,0.00,15.62,13.76,176,0.30,717,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
71410,17.19,0.00,15.85,13.84,176,0.31,683,0.00,0.00,33.33,8,15.00,1.60,102,5.66,-9.00,1.26,0.00,0.00
71667,14.84,0.00,15.96,13.68,176,0.29,717,0.00,0.00,33.33,8,9.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
71924,17.19,0.00,15.39,13.76,176,0.30,698,0.00,0.00,33.33,8,12.50,1.65,102,5.66,-9.00,1.28,0.00,0.00
72180,16.41,0.00,15.50,13.76,176,0.31,692,0.00,0.00,33.33,8,12.00,1.67,102,5.66,-9.00,1.28,0.00,0.00
72437,16.41,0.00,15.39,13.76,176,0.31,707,0.00,0.00,33.33,8,11.50,1.66,102,5.80,-8.85,1.28,0.00,0.00
72694,15.62,0.00,15.27,13.76,176,0.30,690,0.00,0.00,33.33,8,10.50,1.70,102,5.80,-8.85,1.26,0.00,0.00
72951,16.41,0.00,15.39,13.68,176,0.30,734,0.00,0.00,33.33,8,9.50,1.71,102,5.80,-8.85,1.26,0.00,0.00
73209,16.41,0.00,15.50,13.76,176,0.29,694,0.00,0.00,33.33,8,11.00,1.69,102,5.66,-9.00,1.26,0.00,0.00
73466,14.84,0.00,16.31,13.76,176,0.30,716,0.00,0.00,33.33,8,11.00,1.68,102,5.66,-9.00,1.28,0.00,0.00
73722,15.62,0.00,15.73,13.76,176,0.31,702,0.00,0.00,33.33,8,12.50,1.65,102,5.80,-8.85,1.28,0.00,0.00
73979,16.41,0.00,15.96,13.76,176,0.30,706,0.00,0.00,33.33,8,11.50,1.66,102,5.80,-8.85,1.28,0.00,0.00
74236,16.41,0.00,16.31,13.76,176,0.29,719,0.00,0.00,33.33,8,10.50,1.69,102,5.80,-8.85,1.28,0.00,0.00
74494,15.62,0.00,15.50,13.76,176,0.31,688,0.00,0.00,33.33,8,14.00,1.61,102,5.80,-9.00,1.28,0.00,0.00
74751,14.84,0.00,15.85,13.76,176,0.31,706,0.00,0.00,33.33,8,11.50,1.66,102,5.95,-8.85,1.28,0.00,0.00
75007,16.41,0.00,15.85,13.76,176,0.29,730,0.00,0.00,33.33,8,10.00,1.70,102,5.80,-8.85,1.28,0.00,0.00
75263,14.84,0.00,15.96,13.76,176,0.30,712,0.00,0.00,33.33,8,10.00,1.70,102,5.66,-9.00,1.28,0.00,0.00
75520,14.06,0.00,16.54,13.84,176,0.30,730,0.00,0.00,33.33,8,10.50,1.70,102,5.80,-8.85,1.28,0.00,0.00
75777,16.41,0.00,15.73,13.68,176,0.31,705,0.00,0.00,33.33,8,13.00,1.64,102,5.80,-8.85,1.28,0.00,0.00
76034,15.62,0.00,15.85,13.68,176,0.30,703,0.00,0.00,33.33,8,10.50,1.69,102,5.80,-8.85,1.28,0.00,0.00
76290,16.41,0.00,15.85,13.76,176,0.30,728,0.00,0.00,33.33,8,11.50,1.68,102,5.80,-8.85,1.28,0.00,0.00
76548,16.41,0.00,15.62,13.76,176,0.30,715,0.00,0.00,33.33,8,12.00,1.66,102,5.80,-8.85,1.28,0.00,0.00
76805,16.41,0.00,15.62,13.68,178,0.29,717,0.00,0.00,33.33,8,11.50,1.68,102,5.66,-9.00,1.28,0.00,0.00
77061,16.41,0.00,15.73,13.84,176,0.30,712,0.00,0.00,33.33,8,11.50,1.67,102,5.66,-9.00,1.28,0.00,0.00
77318,15.62,0.00,15.04,13.76,176,0.30,706,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.26,0.00,0.00
77575,14.06,0.00,16.65,13.68,178,0.32,696,0.00,0.00,33.33,8,13.50,1.63,102,5.80,-8.85,1.28,0.00,0.00
77832,15.62,0.00,15.27,13.76,178,0.29,747,0.00,0.00,33.33,8,8.00,1.75,102,5.66,-8.85,1.28,0.00,0.00
78089,16.41,0.00,16.08,13.76,178,0.30,697,0.00,0.00,33.33,8,11.50,1.69,102,5.66,-9.00,1.26,0.00,0.00
78345,17.19,0.00,15.85,13.76,178,0.31,705,0.00,0.00,33.33,8,12.50,1.66,102,5.66,-9.00,1.28,0.00,0.00
78602,15.62,0.00,15.85,13.76,178,0.30,704,0.00,0.00,33.33,8,10.50,1.71,102,5.66,-9.00,1.26,0.00,0.00
78859,15.62,0.00,16.65,13.76,178,0.30,714,0.00,0.00,33.33,8,10.50,1.69,102,5.66,-9.00,1.28,0.00,0.00
79116,16.41,0.00,15.96,13.76,178,0.31,734,0.00,0.00,33.33,8,11.00,1.68,102,5.80,-8.85,1.30,0.00,0.00
79373,15.62,0.00,15.39,13.76,178,0.31,721,0.00,0.00,33.33,8,13.00,1.80,102,5.80,-8.85,1.28,0.00,0.00
79629,17.19,0.00,15.39,13.76,178,0.30,723,0.00,0.00,33.33,8,11.50,1.68,104,5.66,-9.00,1.28,0.00,0.00
79887,16.41,0.00,15.96,13.76,178,0.30,706,0.00,0.00,33.33,8,13.00,1.66,104,5.66,-9.00,1.26,0.00,0.00
80143,14.84,0.00,16.19,13.76,178,0.30,704,0.00,0.00,33.33,8,13.00,1.65,104,5.66,-9.00,1.26,0.00,0.00
80399,16.41,0.00,15.50,13.68,178,0.30,714,0.00,0.00,33.33,8,12.00,1.67,104,5.66,-9.00,1.28,0.00,0.00
80656,16.41,0.00,15.96,13.84,178,0.30,722,0.00,0.00,33.33,8,10.50,1.69,104,5.80,-8.85,1.28,0.00,0.00
80913,16.41,0.00,15.27,13.76,178,0.30,710,0.00,0.00,33.33,8,12.00,1.67,104,5.66,-9.00,1.26,0.00,0.00
81170,16.41,0.00,15.85,13.68,178,0.30,714,0.00,0.00,33.33,8,13.00,1.65,104,5.66,-9.00,1.26,0.00,0.00
81427,14.84,0.00,16.31,13.76,178,0.30,704,0.00,0.00,33.33,8,10.50,1.70,104,5.66,-9.00,1.28,0.00,0.00
81683,15.62,0.00,16.54,13.76,178,0.30,720,0.00,0.00,33.33,8,9.50,1.72,104,5.80,-8.85,1.28,0.00,0.00
81940,17.19,0.00,16.19,13.76,178,0.31,714,0.00,0.00,33.33,8,11.50,1.82,104,5.80,-8.85,1.28,0.00,0.00
82197,16.41,0.00,15.16,13.68,178,0.29,720,0.00,0.00,33.33,8,10.50,1.70,104,5.80,-8.85,1.26,0.00,0.00
82454,16.41,0.00,15.50,13.76,178,0.31,716,0.00,0.00,33.33,8,13.00,1.65,104,5.80,-8.85,1.28,0.00,0.00
82710,16.41,0.00,15.85,13.76,178,0.31,730,0.00,0.00,33.33,8,12.50,1.81,104,5.80,-8.85,1.28,0.00,0.00
82967,16.41,0.00,16.19,13.76,178,0.31,721,0.00,0.00,33.33,8,11.00,1.85,104,5.80,-8.85,1.28,0.00,0.00
83223,16.41,0.00,15.50,13.68,178,0.29,722,0.00,0.00,33.33,8,11.00,1.69,104,5.66,-9.00,1.28,0.00,0.00
83480,16.41,0.00,16.08,13.76,178,0.30,725,0.00,0.00,33.33,8,10.50,1.70,104,5.80,-8.85,1.26,0.00,0.00
83737,16.41,0.00,15.50,13.76,178,0.30,712,0.00,0.00,33.33,8,12.00,1.67,104,5.80,-8.85,1.28,0.00,0.00
83993,15.62,0.00,15.62,13.76,178,0.29,721,0.00,0.00,33.33,8,11.00,1.69,104,5.66,-9.00,1.28,0.00,0.00
84249,17.19,0.00,15.50,13.76,178,0.30,714,0.00,0.00,33.33,8,12.00,1.67,104,5.66,-9.00,1.26,0.00,0.00
84507,14.84,0.00,15.85,13.76,178,0.29,722,0.00,0.00,33.33,8,12.00,1.67,104,5.66,-9.00,1.26,0.00,0.00
84763,15.62,0.00,16.19,13.68,178,0.31,711,0.00,0.00,33.33,8,12.50,1.65,104,5.80,-8.85,1.28,0.00,0.00
85020,16.41,0.00,15.39,13.76,178,0.30,715,0.00,0.00,33.33,8,12.00,1.66,104,5.80,-8.85,1.28,0.00,0.00
85277,16.41,0.00,15.50,13.76,178,0.30,702,0.00,0.00,33.33,8,11.50,1.68,104,5.80,-8.85,1.30,0.00,0.00
85534,14.06,0.00,15.27,13.76,178,0.30,713,0.00,0.00,33.33,8,11.00,1.69,104,5.80,-8.85,1.28,0.00,0.00
85791,14.84,0.00,15.85,13.76,178,0.31,722,0.00,0.00,33.33,8,10.00,1.72,104,5.80,-8.85,1.30,0.00,0.00
86047,14.84,0.00,16.31,13.76,178,0.30,734,0.00,0.00,33.33,8,9.50,1.72,104,5.80,-8.85,1.28,0.00,0.00
86304,14.84,0.00,16.08,13.68,178,0.30,718,0.00,0.00,33.33,8,12.00,1.69,104,5.80,-8.85,1.28,0.00,0.00
86561,14.06,0.00,15.39,13.76,178,0.30,735,0.00,0.00,33.33,8,10.50,1.73,104,5.66,-9.00,1.28,0.00,0.00
86818,17.19,0.00,16.54,13.76,178,0.30,720,0.00,0.00,33.33,8,12.00,1.69,104,5.66,-9.00,1.28,0.00,0.00
87075,14.84,0.00,15.96,13.76,178,0.30,723,0.00,0.00,33.33,8,11.50,1.70,104,5.66,-9.00,1.28,0.00,0.00
87331,15.62,0.00,15.62,13.84,178,0.29,734,0.00,0.00,33.33,8,12.00,1.68,104,5.80,-8.85,1.28,0.00,0.00
87587,16.41,0.00,15.96,13.68,178,0.30,720,0.00,0.00,33.33,8,13.00,1.67,104,5.66,-9.00,1.26,0.00,0.00
87845,17.19,0.00,15.96,13.76,178,0.30,709,0.00,0.00,33.33,8,14.00,1.64,104,5.66,-9.00,1.28,0.00,0.00
88101,15.62,0.00,15.62,13.76,178,0.30,713,0.00,0.00,33.33,8,10.50,1.72,104,5.66,-9.00,1.28,0.00,0.00
88358,17.19,0.00,15.96,13.76,178,0.29,730,0.00,0.00,33.33,8,11.00,1.70,104,5.66,-9.00,1.26,0.00,0.00
88615,16.41,0.00,15.62,13.68,178,0.30,708,0.00,0.00,33.33,8,13.50,1.64,104,5.66,-9.00,1.28,0.00,0.00
88872,16.41,0.00,15.62,13.68,178,0.31,713,0.00,0.00,33.33,8,12.50,1.66,104,5.80,-8.85,1.30,0.00,0.00
89129,14.84,0.00,15.62,13.76,178,0.29,729,0.00,0.00,33.33,8,10.00,1.71,104,5.80,-8.85,1.26,0.00,0.00
89386,16.41,0.00,16.08,13.76,178,0.30,726,0.00,0.00,33.33,8,10.50,1.70,104,5.66,-9.00,1.26,0.00,0.00
89642,16.41,0.00,16.31,13.68,178,0.30,711,0.00,0.00,33.33,8,11.50,1.67,104,5.80,-8.85,1.28,0.00,0.00
89900,15.62,0.00,16.54,13.76,178,0.30,706,0.00,0.00,33.33,8,12.00,1.66,104,5.80,-8.85,1.28,0.00,0.00
90156,16.41,0.00,15.50,13.84,178,0.30,702,0.00,0.00,33.33,8,13.00,1.65,104,5.80,-9.00,1.28,0.00,0.00
90412,15.62,0.00,15.73,13.76,178,0.30,718,0.00,0.00,33.33,8,11.00,1.69,104,5.66,-8.85,1.26,0.00,0.00
90670,16.41,0.00,15.50,13.68,178,0.29,720,0.00,0.00,33.33,8,10.50,1.70,104,5.66,-9.00,1.26,0.00,0.00
90927,15.62,0.00,15.96,13.76,178,0.29,731,0.00,0.00,33.33,8,11.50,1.69,104,5.66,-9.00,1.28,0.00,0.00
91183,16.41,0.00,15.27,13.76,178,0.29,733,0.00,0.00,33.33,8,11.50,1.68,104,5.66,-9.00,1.28,0.00,0.00
91441,14.84,0.00,15.96,13.68,178,0.29,714,0.00,0.00,33.33,8,9.50,1.73,104,5.66,-9.00,1.26,0.00,0.00
91697,16.41,0.00,16.54,13.68,178,0.30,714,0.00,0.00,33.33,8,14.00,1.64,104,5.66,-9.00,1.28,0.00,0.00
91955,17.19,0.00,15.50,13.76,178,0.30,716,0.00,0.00,33.33,8,11.50,1.68,104,5.66,-9.00,1.26,0.00,0.00
92211,17.19,0.00,15.16,13.68,178,0.29,712,0.00,0.00,33.33,8,11.00,1.70,104,5.66,-9.00,1.28,0.00,0.00
92468,16.41,0.00,15.85,13.76,178,0.29,718,0.00,0.00,33.33,8,11.50,1.69,104,5.66,-9.00,1.26,0.00,0.00
92725,15.62,0.00,16.42,13.68,178,0.30,712,0.00,0.00,33.33,8,11.50,1.67,104,5.66,-9.00,1.28,0.00,0.00
92981,16.41,0.00,15.50,13.68,178,0.29,724,0.00,0.00,33.33,8,10.50,1.70,104,5.80,-8.85,1.26,0.00,0.00
93239,16.41,0.00,15.27,13.76,178,0.29,711,0.00,0.00,33.33,8,12.00,1.67,104,5.66,-9.00,1.28,0.00,0.00
93495,16.41,0.00,16.08,13.76,178,0.31,696,0.00,0.00,33.33,8,13.50,1.63,104,5.66,-9.00,1.28,0.00,0.00
93753,15.62,0.00,15.96,13.76,178,0.29,728,0.00,0.00,33.33,8,10.00,1.71,104,5.80,-8.85,1.26,0.00,0.00
94009,16.41,0.00,15.85,13.68,178,0.30,730,0.00,0.00,33.33,8,11.00,1.69,104,5.66,-9.00,1.26,0.00,0.00
94271,15.62,0.00,15.39,13.76,178,0.29,736,0.00,0.00,33.33,8,10.50,1.70,104,5.66,-9.00,1.28,0.00,0.00
94528,14.84,0.00,15.27,13.76,178,0.30,699,0.00,0.00,33.33,8,13.00,1.65,104,5.66,-9.00,1.28,0.00,0.00
94784,14.84,0.00,15.73,13.76,178,0.30,723,0.00,0.00,33.33,8,11.50,1.69,104,5.66,-9.00,1.26,0.00,0.00
95042,16.41,0.00,15.39,13.76,178,0.29,730,0.00,0.00,33.33,8,10.50,1.70,104,5.66,-9.00,1.26,0.00,0.00
95298,15.62,0.00,14.93,13.68,178,0.31,696,0.00,0.00,33.33,8,16.00,1.58,104,5.66,-9.00,1.26,0.00,0.00
95555,16.41,0.00,15.50,13.76,178,0.30,708,0.00,0.00,33.33,8,13.00,1.64,104,5.66,-9.00,1.26,0.00,0.00
95812,16.41,0.00,15.27,13.68,178,0.31,684,0.00,0.00,33.33,8,14.00,1.61,104,5.66,-9.00,1.26,0.00,0.00
96069,16.41,0.00,15.50,13.68,178,0.32,686,0.00,0.00,33.33,8,13.50,1.75,104,5.95,-8.71,1.28,0.00,0.00
96325,15.62,0.00,15.27,13.76,178,0.31,724,0.00,0.00,33.33,8,9.50,1.85,104,5.95,-8.71,1.28,0.00,0.00
